id,title,short_title,repository,program,nci_program,cancer_types,primary_sites,subjects,subject_scope,modalities,n_cases,n_samples,access_tier,has_followup,median_followup_months,has_treatment_response,n_verified_reuse,n_citations_to_primary_publication,reuse_gap_index,is_underexplored,is_showcase,review_status,landing_page_url
cbio-summit-2018,"SUMMIT - Neratinib Basket Study (Multi-Institute, Nature 2018)",summit_2018,cBioPortal,Investigator-initiated cohort (harmonized in cBioPortal),,Mixed Cancer Types,other,,pan_cancer,copy_number; structural_variant; targeted_dna,141,141,open,True,1.9,False,,631,,False,False,machine_only,https://www.cbioportal.org/study/summary?id=summit_2018
cbio-paad-cptac-2021,"Pancreatic Ductal Adenocarcinoma (CPTAC, Cell 2021)",paad_cptac_2021,cBioPortal,Investigator-initiated cohort (harmonized in cBioPortal),,Pancreatic Adenocarcinoma,pancreas,PANCREAS,single,mirna; proteome; rna_seq; targeted_dna,140,140,open,,,False,,487,,False,False,machine_only,https://www.cbioportal.org/study/summary?id=paad_cptac_2021
cbio-escc-ucla-2014,"Esophageal Squamous Cell Carcinoma (UCLA, Nat Genet 2014)",escc_ucla_2014,cBioPortal,Investigator-initiated cohort (harmonized in cBioPortal),,Esophageal Squamous Cell Carcinoma,stomach,STOMACH,single,targeted_dna,139,139,open,,,False,,523,,False,False,machine_only,https://www.cbioportal.org/study/summary?id=escc_ucla_2014
idc-cmb-mml,CMB-MML,cmb_mml,IDC,NCI Imaging Data Commons / The Cancer Imaging Archive,IDC,Multiple Myeloma,Blood; Bone,LYMPH,single,clinical; radiology,138,,open,,,,,,,False,False,machine_only,https://portal.imaging.datacommons.cancer.gov/explore/?collection_id=cmb_mml
pdc-nf-pnet-discovery-study-phosphoproteome-phasei,NF-PNET Discovery Study - Phosphoproteome - PhaseI,PDC000591,PDC,International Cancer Proteogenome Consortium,International Cancer Proteogenome Consortium,Neuroendocrine Neoplasms,Pancreas,PANCREAS,single,phosphoproteome,138,,open,,,False,0,,,False,False,machine_only,https://pdc.cancer.gov/pdc/study/PDC000591
pdc-nf-pnet-discovery-study-proteome-phasei,NF-PNET Discovery Study - Proteome - PhaseI,PDC000590,PDC,International Cancer Proteogenome Consortium,International Cancer Proteogenome Consortium,Neuroendocrine Neoplasms,Pancreas,PANCREAS,single,proteome,138,,open,,,False,0,,,False,False,machine_only,https://pdc.cancer.gov/pdc/study/PDC000590
cbio-dlbcl-dfci-2018,"Diffuse Large B cell Lymphoma (DFCI, Nat Med 2018)",dlbcl_dfci_2018,cBioPortal,Investigator-initiated cohort (harmonized in cBioPortal),,"Diffuse Large B-Cell Lymphoma, NOS",mbn,LYMPH,single,structural_variant; targeted_dna,135,135,open,True,63.5,False,,1574,,False,False,machine_only,https://www.cbioportal.org/study/summary?id=dlbcl_dfci_2018
cbio-mixed-kunga-msk-2022,"Pediatric Pancan Tumors (MSK,Nat Commun. 2022)",mixed_kunga_msk_2022,cBioPortal,Investigator-initiated cohort (harmonized in cBioPortal),,Mixed Cancer Types,other,,pan_cancer,copy_number; structural_variant; targeted_dna,134,135,open,True,26.4,False,,64,,False,False,machine_only,https://www.cbioportal.org/study/summary?id=mixed_kunga_msk_2022
cbio-mtnn-msk-2022,"Mature T and NK Neoplasms (MSK, Blood Adv 2023)",mtnn_msk_2022,cBioPortal,Investigator-initiated cohort (harmonized in cBioPortal),,Mature T and NK Neoplasms,nhl,LYMPH,single,copy_number; targeted_dna,132,132,open,True,8.0,False,,25,,False,False,machine_only,https://www.cbioportal.org/study/summary?id=mtnn_msk_2022
pdc-cptac-kf-ccdi-pediatric-brain-cancer-study-medulloblastoma-phosphoprot,CPTAC-KF-CCDI-Pediatric Brain Cancer Study - Medulloblastoma Phosphoproteome,PDC000666,PDC,CPTAC-Kids First-Childhood Cancer Data Initiative,CPTAC-Kids First-Childhood Cancer Data Initiative,Pediatric/AYA Brain Tumors,Brain,BRAIN,single,phosphoproteome,132,,open,True,87.7,False,0,,,False,False,machine_only,https://pdc.cancer.gov/pdc/study/PDC000666
pdc-cptac-kf-ccdi-pediatric-brain-cancer-study-medulloblastoma-phosphotyro,CPTAC-KF-CCDI-Pediatric Brain Cancer Study - Medulloblastoma Phosphotyrosine,PDC000667,PDC,CPTAC-Kids First-Childhood Cancer Data Initiative,CPTAC-Kids First-Childhood Cancer Data Initiative,Pediatric/AYA Brain Tumors,Brain,BRAIN,single,phosphoproteome,132,,open,True,87.7,False,0,,,False,False,machine_only,https://pdc.cancer.gov/pdc/study/PDC000667
pdc-cptac-kf-ccdi-pediatric-brain-cancer-study-medulloblastoma-proteome,CPTAC-KF-CCDI-Pediatric Brain Cancer Study - Medulloblastoma Proteome,PDC000663,PDC,CPTAC-Kids First-Childhood Cancer Data Initiative,CPTAC-Kids First-Childhood Cancer Data Initiative,Pediatric/AYA Brain Tumors,Brain,BRAIN,single,proteome,132,,open,True,87.7,False,0,,,False,False,machine_only,https://pdc.cancer.gov/pdc/study/PDC000663
idc-prostate-anatomical-edge-cases,Prostate-Anatomical-Edge-Cases,prostate_anatomical_edge_cases,IDC,NCI Imaging Data Commons / The Cancer Imaging Archive,IDC,Prostate Cancer,Prostate,PROSTATE,single,radiology,131,,open,,,,,,,False,False,machine_only,https://portal.imaging.datacommons.cancer.gov/explore/?collection_id=prostate_anatomical_edge_cases
pdc-cptac-luad-confirmatory-study,CPTAC LUAD Confirmatory Study,PDC000491,PDC,Clinical Proteomic Tumor Analysis Consortium,Clinical Proteomic Tumor Analysis Consortium,Lung Adenocarcinoma,Bronchus and lung,LUNG,single,acetylproteome; phosphoproteome; proteome; ubiquitylome,131,,open,True,18.7,False,2,,-0.887,False,False,machine_only,https://pdc.cancer.gov/pdc/study/PDC000491
cbio-hcc-mskimpact-2018,"Hepatocellular Carcinoma (MSK, Clin Cancer Res 2018)",hcc_mskimpact_2018,cBioPortal,Investigator-initiated cohort (harmonized in cBioPortal),,Hepatocellular Carcinoma,liver,LIVER,single,copy_number; structural_variant; targeted_dna,127,127,open,,,True,,500,,False,False,machine_only,https://www.cbioportal.org/study/summary?id=hcc_mskimpact_2018
pdc-prospective-breast-bi-acetylome,Prospective Breast BI Acetylome,PDC000239,PDC,Clinical Proteomic Tumor Analysis Consortium,Clinical Proteomic Tumor Analysis Consortium,Breast Invasive Carcinoma,Breast,BREAST,single,acetylproteome,127,,open,True,0.0,False,1,,0.893,False,False,machine_only,https://pdc.cancer.gov/pdc/study/PDC000239
pdc-prospective-breast-bi-phosphoproteome,Prospective Breast BI Phosphoproteome,PDC000121,PDC,Clinical Proteomic Tumor Analysis Consortium,Clinical Proteomic Tumor Analysis Consortium,Breast Invasive Carcinoma,Breast,BREAST,single,phosphoproteome,127,,open,True,0.0,False,2,19,-1.086,False,False,machine_only,https://pdc.cancer.gov/pdc/study/PDC000121
pdc-prospective-breast-bi-proteome,Prospective Breast BI Proteome,PDC000120,PDC,Clinical Proteomic Tumor Analysis Consortium,Clinical Proteomic Tumor Analysis Consortium,Breast Invasive Carcinoma,Breast,BREAST,single,proteome,127,,open,True,0.0,False,19,,0.614,False,False,machine_only,https://pdc.cancer.gov/pdc/study/PDC000120
pdc-academia-sinica-luad-icpc-b,Academia Sinica LUAD ICPC-B,PDC000564,PDC,International Cancer Proteogenome Consortium,International Cancer Proteogenome Consortium,Lung Adenocarcinoma; Lung Squamous Cell Carcinoma,Lung,LUNG,single,phosphoproteome; proteome,127,,open,True,18.5,False,1,,-0.147,False,False,machine_only,https://pdc.cancer.gov/pdc/study/PDC000564
cbio-mbl-icgc,"Medulloblastoma (ICGC, Nature 2012)",mbl_icgc,cBioPortal,Investigator-initiated cohort (harmonized in cBioPortal),,Medulloblastoma,embt,BRAIN,single,targeted_dna,125,125,open,True,22.0,False,,712,,False,False,machine_only,https://www.cbioportal.org/study/summary?id=mbl_icgc
cbio-cfdna-msk-2019,"Mixed cfDNA (MSK, Nature Medicine 2019)",cfdna_msk_2019,cBioPortal,Investigator-initiated cohort (harmonized in cBioPortal),,Mixed Cancer Types,other,,pan_cancer,targeted_dna,124,248,open,,,False,,616,,False,False,machine_only,https://www.cbioportal.org/study/summary?id=cfdna_msk_2019
gdc-tcga-thym,Thymoma,TCGA-THYM,GDC,TCGA,TCGA,Thymic Epithelial Neoplasms,"Heart, mediastinum, and pleura; Other and ill-defined sites; Thymus",THYMUS,single,clinical; copy_number; histopathology; methylation; mirna; protein_array; radiology; rna_seq; structural_variant; wgs; wxs,124,,mixed,True,41.2,True,395,,0.653,False,False,machine_only,https://portal.gdc.cancer.gov/projects/TCGA-THYM
idc-vestibular-schwannoma-mc-rc,Vestibular-Schwannoma-MC-RC,vestibular_schwannoma_mc_rc,IDC,NCI Imaging Data Commons / The Cancer Imaging Archive,IDC,Vestibular Schwannoma (non-cancer),Brain,BRAIN,single,radiology,124,,open,,,,,,,False,False,machine_only,https://portal.imaging.datacommons.cancer.gov/explore/?collection_id=vestibular_schwannoma_mc_rc
pdc-cptac-ccrcc-discovery-study,CPTAC CCRCC Discovery Study,PDC000471,PDC,Clinical Proteomic Tumor Analysis Consortium,Clinical Proteomic Tumor Analysis Consortium,,,KIDNEY,title_derived,glycoproteome; phosphoproteome; proteome,124,,open,,,,4,289,-1.46,False,False,machine_only,https://pdc.cancer.gov/pdc/study/PDC000471
pdc-cptac-hnscc-discovery-study,CPTAC HNSCC Discovery Study,PDC000222,PDC,Clinical Proteomic Tumor Analysis Consortium,Clinical Proteomic Tumor Analysis Consortium,Head and Neck Squamous Cell Carcinoma,Head and Neck,HEAD_NECK,single,phosphoproteome; proteome,124,,open,True,24.3,True,18,,-0.006,False,False,machine_only,https://pdc.cancer.gov/pdc/study/PDC000222
pdc-tcga-ovarian-jhu-glycoproteome,TCGA Ovarian JHU Glycoproteome,PDC000112,PDC,Clinical Proteomic Tumor Analysis Consortium,Clinical Proteomic Tumor Analysis Consortium,Ovarian Serous Cystadenocarcinoma,Ovary,OVARY,single,glycoproteome,124,,open,True,29.9,False,1,,0.905,False,False,machine_only,https://pdc.cancer.gov/pdc/study/PDC000112
pdc-tcga-ovarian-jhu-proteome,TCGA Ovarian JHU Proteome,PDC000113,PDC,Clinical Proteomic Tumor Analysis Consortium,Clinical Proteomic Tumor Analysis Consortium,Ovarian Serous Cystadenocarcinoma,Ovary,OVARY,single,proteome,124,,open,True,29.9,False,6,38,0.148,False,False,machine_only,https://pdc.cancer.gov/pdc/study/PDC000113
cbio-prad-broad,"Prostate Adenocarcinoma (Broad/Cornell, Nat Genet 2012)",prad_broad,cBioPortal,Investigator-initiated cohort (harmonized in cBioPortal),,Prostate Adenocarcinoma,prostate,PROSTATE,single,copy_number; rna_seq; targeted_dna,123,123,open,,,False,,1253,,False,False,machine_only,https://www.cbioportal.org/study/summary?id=prad_broad
pdc-cptac-ucec-discovery-study,CPTAC UCEC Discovery Study,PDC000226,PDC,Clinical Proteomic Tumor Analysis Consortium,Clinical Proteomic Tumor Analysis Consortium,Uterine Corpus Endometrial Carcinoma,"Uterus, NOS",UTERUS,single,acetylproteome; phosphoproteome; proteome,123,,open,True,28.7,False,13,48,-0.626,False,False,machine_only,https://pdc.cancer.gov/pdc/study/PDC000226
cbio-mel-iatlas-liu-2019,"Metastatic Melanoma (DFCI, Nat Med. 2019) - iAtlas Harmonized",mel_iatlas_liu_2019,cBioPortal,Investigator-initiated cohort (harmonized in cBioPortal),,Melanoma,skin,SKIN,single,rna_seq; targeted_dna,122,122,open,True,17.5,True,,849,,False,False,machine_only,https://www.cbioportal.org/study/summary?id=mel_iatlas_liu_2019
cbio-brca-cptac-2020,"Proteogenomic landscape of breast cancer (CPTAC, Cell 2020)",brca_cptac_2020,cBioPortal,Investigator-initiated cohort (harmonized in cBioPortal),,Invasive Breast Carcinoma,breast,BREAST,single,copy_number; proteome; rna_seq; targeted_dna,122,122,open,,,False,,469,,False,False,machine_only,https://www.cbioportal.org/study/summary?id=brca_cptac_2020
pdc-ipmn-study,IPMN Study,PDC000633,PDC,Clinical Proteomic Tumor Analysis Consortium,Clinical Proteomic Tumor Analysis Consortium,"Cystic, Mucinous and Serous Neoplasms; Neuroendocrine Neoplasms; Ductal and Lobular Neoplasms; Adenomas and Adenocarcinomas",Pancreas,PANCREAS,single,glycoproteome; proteome,122,,open,,,False,0,,,False,False,machine_only,https://pdc.cancer.gov/pdc/study/PDC000633
cbio-skcm-broad,"Skin Cutaneous Melanoma (Broad, Cell 2012)",skcm_broad,cBioPortal,Investigator-initiated cohort (harmonized in cBioPortal),,Cutaneous Melanoma,mel,SKIN,single,targeted_dna,121,121,open,,,False,,2084,,False,False,machine_only,https://www.cbioportal.org/study/summary?id=skcm_broad
cbio-mng-utoronto-2021,"Meningioma (University of Toronto, Nature 2021)",mng_utoronto_2021,cBioPortal,Investigator-initiated cohort (harmonized in cBioPortal),,Meningioma,mngt,BRAIN,single,copy_number; proteome; targeted_dna,121,121,open,,,,,386,,False,False,machine_only,https://www.cbioportal.org/study/summary?id=mng_utoronto_2021
cbio-sclc-ucologne-2015,"Small Cell Lung Cancer (U Cologne, Nature 2015)",sclc_ucologne_2015,cBioPortal,Investigator-initiated cohort (harmonized in cBioPortal),,Small Cell Lung Cancer,lnet,LUNG,single,structural_variant; targeted_dna,120,120,open,True,21.5,False,,1934,,False,False,machine_only,https://www.cbioportal.org/study/summary?id=sclc_ucologne_2015
idc-b-mode-and-ceus-liver,B-mode-and-CEUS-Liver,b_mode_and_ceus_liver,IDC,NCI Imaging Data Commons / The Cancer Imaging Archive,IDC,Liver Cancer,Liver,LIVER,single,clinical; radiology,120,,open,,,,,,,False,False,machine_only,https://portal.imaging.datacommons.cancer.gov/explore/?collection_id=b_mode_and_ceus_liver
cbio-prad-mich,"Metastatic Prostate Adenocarcinoma (MCTP, Nature 2012)",prad_mich,cBioPortal,Investigator-initiated cohort (harmonized in cBioPortal),,Prostate Adenocarcinoma,prostate,PROSTATE,single,copy_number; structural_variant; targeted_dna,119,121,open,True,96.5,False,,2143,,False,False,machine_only,https://www.cbioportal.org/study/summary?id=prad_mich
cbio-utuc-msk-2019,"Upper Tract Urothelial Carcinoma (MSK, Nat Commun 2020)",utuc_msk_2019,cBioPortal,Investigator-initiated cohort (harmonized in cBioPortal),,Upper Tract Urothelial Carcinoma,bladder,BLADDER,single,copy_number; targeted_dna,119,119,open,,,False,,47,,False,False,machine_only,https://www.cbioportal.org/study/summary?id=utuc_msk_2019
cbio-lgsoc-mapk-msk-2022,"Low-Grade Serous Ovarian Cancer (MSK, Clin Cancer Res 2022)",lgsoc_mapk_msk_2022,cBioPortal,Investigator-initiated cohort (harmonized in cBioPortal),,Low-Grade Serous Ovarian Cancer,soc,OVARY,single,targeted_dna,119,119,open,,,False,,71,,False,False,machine_only,https://www.cbioportal.org/study/summary?id=lgsoc_mapk_msk_2022
cbio-mixed-cfdna-msk-2020,"Mixed cfDNA (MSK, Genome Med 2021)",mixed_cfdna_msk_2020,cBioPortal,Investigator-initiated cohort (harmonized in cBioPortal),,Mixed Cancer Types,other,,pan_cancer,copy_number; structural_variant; targeted_dna,118,229,open,,,False,,49,,False,False,machine_only,https://www.cbioportal.org/study/summary?id=mixed_cfdna_msk_2020
pdc-cptac-gbm-confirmatory-study,CPTAC GBM Confirmatory Study,PDC000450,PDC,Clinical Proteomic Tumor Analysis Consortium,Clinical Proteomic Tumor Analysis Consortium,"Glioblastoma; Gliomas; Lung Adenocarcinoma; Skin Cutaneous Melanoma; Epithelial Neoplasms, NOS; Breast Invasive Carcinoma; Meningiomas; Uterine Adenocarcinoma","Brain; Bronchus and lung; Other and unspecified urinary organs; Colon; Breast; Uterus, NOS",,pan_cancer,acetylproteome; glycoproteome; lipidome; metabolome; phosphoproteome; proteome,118,,open,True,14.4,True,0,,,False,False,machine_only,https://pdc.cancer.gov/pdc/study/PDC000450
pdc-cptac-pdac-proteins-in-serum,CPTAC PDAC Proteins in Serum,PDC000527,PDC,Clinical Proteomic Tumor Analysis Consortium,Clinical Proteomic Tumor Analysis Consortium,Pancreatic Ductal Adenocarcinoma,Pancreas,PANCREAS,single,glycoproteome; proteome,118,,open,True,25.9,False,0,,,False,False,machine_only,https://pdc.cancer.gov/pdc/study/PDC000527
cbio-thyroid-mskcc-2016,"Poorly-Differentiated and Anaplastic Thyroid Cancers (MSK, JCI 2016)",thyroid_mskcc_2016,cBioPortal,Investigator-initiated cohort (harmonized in cBioPortal),,Thyroid,tissue,THYROID,single,copy_number; structural_variant; targeted_dna,117,117,open,True,33.2,False,,996,,False,False,machine_only,https://www.cbioportal.org/study/summary?id=thyroid_mskcc_2016
idc-midrc-ricord-1b,MIDRC-RICORD-1B,midrc_ricord_1b,IDC,NCI Imaging Data Commons / The Cancer Imaging Archive,IDC,COVID-19 (non-cancer),Lung,LUNG,single,clinical; radiology,117,,open,,,,,,,False,False,machine_only,https://portal.imaging.datacommons.cancer.gov/explore/?collection_id=midrc_ricord_1b
cbio-mnm-washu-2016,"Acute myeloid leukemia or myelodysplastic syndromes (WashU, 2016)",mnm_washu_2016,cBioPortal,Investigator-initiated cohort (harmonized in cBioPortal),,Myeloid Neoplasm,myeloid,MYELOID,single,targeted_dna,116,136,open,True,8.9,False,,678,,False,False,machine_only,https://www.cbioportal.org/study/summary?id=mnm_washu_2016
cbio-es-iocurie-2014,"Ewing Sarcoma (Institut Curie, Cancer Discov 2014)",es_iocurie_2014,cBioPortal,Investigator-initiated cohort (harmonized in cBioPortal),,Ewing Sarcoma,bone,BONE,single,targeted_dna,115,115,open,True,51.1,False,,478,,False,False,machine_only,https://www.cbioportal.org/study/summary?id=es_iocurie_2014
pdc-cptac-lscc-discovery-study,CPTAC LSCC Discovery Study,PDC000233,PDC,Clinical Proteomic Tumor Analysis Consortium,Clinical Proteomic Tumor Analysis Consortium,Lung Squamous Cell Carcinoma,Bronchus and lung,LUNG,single,acetylproteome; phosphoproteome; proteome; ubiquitylome,115,,open,True,39.6,False,19,,-1.207,False,False,machine_only,https://pdc.cancer.gov/pdc/study/PDC000233
pdc-cptac-luad-discovery-study,CPTAC LUAD Discovery Study,PDC000224,PDC,Clinical Proteomic Tumor Analysis Consortium,Clinical Proteomic Tumor Analysis Consortium,Lung Adenocarcinoma,Bronchus and lung,LUNG,single,acetylproteome; phosphoproteome; proteome; ubiquitylome,115,,open,True,15.7,False,22,,-1.005,False,True,project_curated,https://pdc.cancer.gov/pdc/study/PDC000224
idc-remind,ReMIND,remind,IDC,NCI Imaging Data Commons / The Cancer Imaging Archive,IDC,Brain Cancer,Brain,BRAIN,single,clinical; radiology,114,,open,,,,,,,False,False,machine_only,https://portal.imaging.datacommons.cancer.gov/explore/?collection_id=remind
pdc-cptac-kf-ccdi-pediatric-t-all-study,CPTAC-KF-CCDI-Pediatric T-ALL Study,PDC000641,PDC,CPTAC-Kids First-Childhood Cancer Data Initiative,CPTAC-Kids First-Childhood Cancer Data Initiative,Acute Lymphoblastic Leukemia,Bone Marrow; Blood,LYMPH,single,phosphoproteome; proteome,114,,open,,,False,0,,,False,False,machine_only,https://pdc.cancer.gov/pdc/study/PDC000641
gdc-tcga-kich,Kidney Chromophobe,TCGA-KICH,GDC,TCGA,TCGA,Adenomas and Adenocarcinomas,Kidney,KIDNEY,single,clinical; copy_number; histopathology; methylation; mirna; protein_array; radiology; rna_seq; structural_variant; wgs; wxs,113,,mixed,True,48.3,True,395,,0.697,False,False,machine_only,https://portal.gdc.cancer.gov/projects/TCGA-KICH
cbio-bladder-msk-2024,"Bladder Cancer (MSK, Eur Urol 2024)",bladder_msk_2024,cBioPortal,Investigator-initiated cohort (harmonized in cBioPortal),,Bladder/Urinary Tract,tissue,BLADDER,single,copy_number; structural_variant; targeted_dna,112,112,open,True,52.6,False,,15,,False,False,machine_only,https://www.cbioportal.org/study/summary?id=bladder_msk_2024
idc-cptac-hnscc,CPTAC-HNSCC,cptac_hnscc,IDC,NCI Imaging Data Commons / The Cancer Imaging Archive,IDC,Head and Neck Cancer,Head-Neck,HEAD_NECK,single,clinical; proteome; radiology; wgs,112,,open,,,,,,,False,False,machine_only,https://portal.imaging.datacommons.cancer.gov/explore/?collection_id=cptac_hnscc
